Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Whitehorse,3129,Mont Albert North,B Property and deception offences,B20 Property damage,9,4,,-5
Melton,3338,Strathtulloh,A Crimes against the person,Other crimes against the person,9,9,,0
Banyule,3079,Ivanhoe,E Justice procedures offences,E10 Justice procedures,9,11,,2
Corangamite,3264,Terang,B Property and deception offences,B20 Property damage,9,14,,5
Port Phillip,3183,St Kilda East,B Property and deception offences,B50 Deception,9,21,,12
Port Phillip,3183,St Kilda East,B Property and deception offences,B50 Deception,9,16,,7
Ballarat,3350,Ballarat Central,D Public order and security offences,D30 Public nuisance offences,8,7,,-1
Yarra,3068,Clifton Hill,A Crimes against the person,Other crimes against the person,8,5,,-3
Melbourne,3051,North Melbourne,B Property and deception offences,B10 Arson,8,9,,1
Ballarat,3350,Ballarat East,E Justice procedures offences,E10 Justice procedures,8,14,,6
Bayside,3193,Beaumaris,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,5,,-3
Banyule,3093,Lower Plenty,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,1,,-7
Whittlesea,3083,Bundoora,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,8,,0
Whittlesea,3083,Bundoora,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,5,,-3
Whittlesea,3083,Bundoora,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,3,,-5
Ararat,3377,Ararat,D Public order and security offences,D30 Public nuisance offences,8,12,,4
Golden Plains,3321,Inverleigh,B Property and deception offences,B40 Theft,8,12,,4
Indigo,3747,Beechworth,B Property and deception offences,B30 Burglary/Break and enter,8,8,,0
Mornington Peninsula,3913,Tyabb,E Justice procedures offences,E20 Breaches of orders,8,19,,11
Yarra Ranges,3160,Belgrave,C Drug offences,C30 Drug use and possession,8,5,,-3
Brimbank,3038,Keilor Lodge,A Crimes against the person,A20 Assault and related offences,8,2,,-6
Melton,3335,Thornhill Park,A Crimes against the person,Other crimes against the person,8,7,,-1
Greater Bendigo,3444,Redesdale,B Property and deception offences,B40 Theft,8,6,,-2
Surf Coast,3232,Lorne,A Crimes against the person,Other crimes against the person,8,4,,-4
Melbourne,3003,West Melbourne,C Drug offences,C10 Drug dealing and trafficking,8,9,,1
Yarra Ranges,3796,Mount Evelyn,B Property and deception offences,B50 Deception,8,14,,6
Frankston,3911,Langwarrin South,B Property and deception offences,B20 Property damage,8,5,,-3
Kingston,3196,Edithvale,A Crimes against the person,Other crimes against the person,8,5,,-3
Greater Bendigo,3557,Goornong,B Property and deception offences,B40 Theft,8,16,,8
Greater Geelong,3219,Thomson,B Property and deception offences,B50 Deception,8,9,,1
Bass Coast,3995,Cape Paterson,E Justice procedures offences,E20 Breaches of orders,8,9,,1
Hume,3064,Mickleham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,9,,1
Glenelg,3304,Heywood,B Property and deception offences,B30 Burglary/Break and enter,8,8,,0
Melton,3338,Weir Views,B Property and deception offences,B50 Deception,8,6,,-2
Melton,3337,Kurunjang,D Public order and security offences,D10 Weapons and explosives offences,8,19,,11
Mitchell,3758,Wandong,A Crimes against the person,A20 Assault and related offences,8,11,,3
Ballarat,3352,Bonshaw,A Crimes against the person,A20 Assault and related offences,8,6,,-2
Moonee Valley,3042,Airport West,E Justice procedures offences,E10 Justice procedures,8,10,,2
Whitehorse,3133,Vermont South,D Public order and security offences,D10 Weapons and explosives offences,8,8,,0
Kingston,3195,Parkdale,A Crimes against the person,A50 Robbery,8,1,,-7
Melbourne,3031,Kensington,A Crimes against the person,Other crimes against the person,8,7,,-1
Melbourne,3031,Kensington,A Crimes against the person,Other crimes against the person,8,3,,-5
Wellington,3851,Loch Sport,B Property and deception offences,B20 Property damage,8,10,,2
Melton,3338,Melton South,A Crimes against the person,A50 Robbery,8,11,,3
Banyule,3084,Viewbank,B Property and deception offences,B50 Deception,8,1,,-7
Maribyrnong,3012,Kingsville,A Crimes against the person,A20 Assault and related offences,8,17,,9
Monash,3166,Oakleigh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,6,,-2
Cardinia,3808,Beaconsfield Upper,B Property and deception offences,B20 Property damage,8,3,,-5
Whittlesea,3750,Wollert,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,10,,2
Wyndham,3029,Tarneit,B Property and deception offences,B10 Arson,8,16,,8
Yarra Ranges,3799,Warburton,A Crimes against the person,Other crimes against the person,8,3,,-5
Hume,3048,Meadow Heights,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,12,,4
Melbourne,3053,Carlton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,15,,7
Greater Bendigo,3550,Long Gully,D Public order and security offences,D10 Weapons and explosives offences,8,9,,1
South Gippsland,3987,Nyora,B Property and deception offences,B40 Theft,8,22,,14
South Gippsland,3987,Nyora,B Property and deception offences,B40 Theft,8,1,,-7
Mitchell,3659,Tallarook,B Property and deception offences,B20 Property damage,8,5,,-3
Mount Alexander,3450,Castlemaine,E Justice procedures offences,E10 Justice procedures,8,14,,6
Yarra,3054,Carlton North,B Property and deception offences,B50 Deception,8,12,,4
Moira,3730,Yarrawonga,D Public order and security offences,D10 Weapons and explosives offences,8,7,,-1
Macedon Ranges,3440,Macedon,E Justice procedures offences,E20 Breaches of orders,8,7,,-1
Ballarat,3352,Cardigan Village,B Property and deception offences,B40 Theft,8,9,,1
Casey,3975,Lyndhurst,C Drug offences,C10 Drug dealing and trafficking,8,,,
Hume,3048,Coolaroo,A Crimes against the person,Other crimes against the person,8,9,,1
Greater Geelong,3218,Geelong West,A Crimes against the person,Other crimes against the person,8,14,,6
Greater Shepparton,3629,Mooroopna,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,14,,6
Casey,3802,Endeavour Hills,D Public order and security offences,D30 Public nuisance offences,8,10,,2
Hume,3059,Greenvale,A Crimes against the person,Other crimes against the person,8,25,,17
Wodonga,3691,Leneva,B Property and deception offences,B40 Theft,8,9,,1
Indigo,3683,Chiltern,A Crimes against the person,A20 Assault and related offences,8,5,,-3
Knox,3155,Boronia,D Public order and security offences,D30 Public nuisance offences,8,11,,3
Moorabool,3340,Darley,B Property and deception offences,B50 Deception,8,5,,-3
Mornington Peninsula,3941,Rye,C Drug offences,C10 Drug dealing and trafficking,8,3,,-5
Golden Plains,3351,Smythesdale,B Property and deception offences,B30 Burglary/Break and enter,8,7,,-1
Greater Geelong,3218,Geelong West,D Public order and security offences,D20 Disorderly and offensive conduct,8,13,,5
West Wimmera,3419,Kaniva,B Property and deception offences,B20 Property damage,8,7,,-1
Golden Plains,3328,Teesdale,B Property and deception offences,B40 Theft,8,2,,-6
Yarra Ranges,3788,Olinda,B Property and deception offences,B20 Property damage,8,7,,-1
Casey,3975,Lyndhurst,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,5,,-3
Casey,3975,Lyndhurst,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,1,,-7
Whittlesea,3075,Lalor,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,5,,-3
Wodonga,3690,West Wodonga,C Drug offences,C10 Drug dealing and trafficking,8,7,,-1
Casey,3977,Devon Meadows,B Property and deception offences,B30 Burglary/Break and enter,8,5,,-3
Kingston,3167,Oakleigh South,B Property and deception offences,B20 Property damage,8,35,,27
Kingston,3167,Oakleigh South,B Property and deception offences,B20 Property damage,8,9,,1
Glenelg,3304,Heywood,B Property and deception offences,B40 Theft,8,27,,19
Knox,3154,The Basin,C Drug offences,C30 Drug use and possession,8,7,,-1
Baw Baw,3825,Rawson,E Justice procedures offences,E20 Breaches of orders,8,,,
Yarra Ranges,3160,Belgrave,A Crimes against the person,Other crimes against the person,8,5,,-3
Knox,3156,Ferntree Gully,B Property and deception offences,B10 Arson,8,6,,-2
Gannawarra,3568,Cohuna,A Crimes against the person,A20 Assault and related offences,8,8,,0
Kingston,3194,Moorabbin Airport,B Property and deception offences,B20 Property damage,8,11,,3
Melton,3337,Harkness,E Justice procedures offences,E10 Justice procedures,8,11,,3
Wellington,3847,Rosedale,B Property and deception offences,B30 Burglary/Break and enter,8,16,,8
Stonnington,3145,Malvern East,C Drug offences,C20 Cultivate or manufacture drugs,8,5,,-3
Hume,3043,Gladstone Park,E Justice procedures offences,E10 Justice procedures,8,2,,-6
Hobsons Bay,3012,Brooklyn,B Property and deception offences,B20 Property damage,8,12,,4
Hobsons Bay,3012,Brooklyn,B Property and deception offences,B20 Property damage,8,12,,4
Yarriambiack,3396,Hopetoun,A Crimes against the person,A20 Assault and related offences,8,8,,0
Frankston,3199,Frankston South,E Justice procedures offences,E10 Justice procedures,8,6,,-2
Banyule,3087,Watsonia,A Crimes against the person,Other crimes against the person,8,7,,-1
Bayside,3191,Sandringham,E Justice procedures offences,E10 Justice procedures,8,10,,2
Glenelg,3310,Merino,B Property and deception offences,B20 Property damage,8,,,
Bayside,3190,Highett,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,13,,5
Bayside,3190,Highett,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,6,,-2
Whittlesea,3755,Yan Yean,B Property and deception offences,B20 Property damage,8,2,,-6
Moonee Valley,3040,Aberfeldie,E Justice procedures offences,E20 Breaches of orders,8,3,,-5
Moonee Valley,3033,Keilor East,D Public order and security offences,D30 Public nuisance offences,8,3,,-5
Ballarat,3352,Miners Rest,A Crimes against the person,Other crimes against the person,8,6,,-2
Towong,3691,Bellbridge,B Property and deception offences,B40 Theft,8,4,,-4
Greater Geelong,3225,Point Lonsdale,B Property and deception offences,B40 Theft,8,7,,-1
Greater Geelong,3225,Point Lonsdale,B Property and deception offences,B40 Theft,8,7,,-1
Brimbank,3022,Ardeer,B Property and deception offences,B20 Property damage,8,26,,18
Casey,3978,Clyde,C Drug offences,C10 Drug dealing and trafficking,8,3,,-5
South Gippsland,3988,Poowong,E Justice procedures offences,E20 Breaches of orders,8,6,,-2
Frankston,3200,Frankston North,A Crimes against the person,A50 Robbery,8,5,,-3
Casey,3978,Clyde North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,12,,4
Mornington Peninsula,3915,Hastings,C Drug offences,C10 Drug dealing and trafficking,8,2,,-6
Greater Geelong,3214,Corio,D Public order and security offences,D30 Public nuisance offences,8,10,,2
Latrobe,3825,Yallourn North,A Crimes against the person,A20 Assault and related offences,8,13,,5
Hobsons Bay,3028,Laverton,D Public order and security offences,D20 Disorderly and offensive conduct,8,2,,-6
Bayside,3188,Hampton East,D Public order and security offences,D10 Weapons and explosives offences,8,6,,-2
Yarra,3121,Richmond,B Property and deception offences,B10 Arson,8,15,,7
Greater Bendigo,3550,White Hills,A Crimes against the person,Other crimes against the person,8,12,,4
Ballarat,3357,Buninyong,A Crimes against the person,Other crimes against the person,8,10,,2
Greater Shepparton,3631,Kialla,A Crimes against the person,Other crimes against the person,8,6,,-2
Whittlesea,3075,Lalor,C Drug offences,C10 Drug dealing and trafficking,8,2,,-6
Boroondara,3104,Balwyn North,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8,3,,-5
Stonnington,3145,Malvern East,D Public order and security offences,D20 Disorderly and offensive conduct,8,4,,-4
Yarra,3078,Fairfield,E Justice procedures offences,E20 Breaches of orders,8,23,,15
Yarra,3078,Fairfield,E Justice procedures offences,E20 Breaches of orders,8,8,,0
Knox,3152,Wantirna South,C Drug offences,C10 Drug dealing and trafficking,8,4,,-4
Mornington Peninsula,3930,Mount Eliza,D Public order and security offences,D10 Weapons and explosives offences,8,3,,-5
Casey,3980,Warneet,B Property and deception offences,B40 Theft,8,13,,5
Maroondah,3136,Croydon,A Crimes against the person,A50 Robbery,8,8,,0
Moira,3644,Cobram,E Justice procedures offences,E10 Justice procedures,8,17,,9
Greater Geelong,3219,Whittington,A Crimes against the person,Other crimes against the person,8,13,,5
Swan Hill,3549,Robinvale,B Property and deception offences,B50 Deception,8,4,,-4
Indigo,3749,Yackandandah,B Property and deception offences,B40 Theft,8,7,,-1
Glen Eira,3163,Carnegie,A Crimes against the person,A50 Robbery,8,8,,0
Baw Baw,3816,Longwarry,B Property and deception offences,B20 Property damage,8,15,,7
Baw Baw,3816,Longwarry,B Property and deception offences,B20 Property damage,8,3,,-5
Knox,3152,Wantirna,C Drug offences,C20 Cultivate or manufacture drugs,8,5,,-3
South Gippsland,3871,Mirboo North,E Justice procedures offences,E20 Breaches of orders,8,7,,-1
Greater Geelong,3222,Drysdale,E Justice procedures offences,E20 Breaches of orders,8,20,,12
Mornington Peninsula,3940,Capel Sound,A Crimes against the person,Other crimes against the person,8,7,,-1
Kingston,3194,Moorabbin Airport,B Property and deception offences,B30 Burglary/Break and enter,8,30,,22
Greater Bendigo,3550,Ironbark,B Property and deception offences,B30 Burglary/Break and enter,8,2,,-6
Indigo,3747,Beechworth,B Property and deception offences,B50 Deception,8,5,,-3
Cardinia,3981,Koo Wee Rup,A Crimes against the person,Other crimes against the person,8,8,,0
Port Phillip,3004,Melbourne,E Justice procedures offences,E10 Justice procedures,8,60,,52
Port Phillip,3004,Melbourne,E Justice procedures offences,E10 Justice procedures,8,7,,-1
Surf Coast,3228,Torquay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8,6,,-2
Greater Bendigo,3550,White Hills,E Justice procedures offences,E10 Justice procedures,8,14,,6
Darebin,3083,Bundoora,A Crimes against the person,Other crimes against the person,8,15,,7
Darebin,3083,Bundoora,A Crimes against the person,Other crimes against the person,8,8,,0
Darebin,3083,Bundoora,A Crimes against the person,Other crimes against the person,8,6,,-2
Yarra,3054,Carlton North,E Justice procedures offences,E20 Breaches of orders,8,13,,5
Yarra,3054,Carlton North,E Justice procedures offences,E20 Breaches of orders,8,1,,-7
Latrobe,3825,Yallourn North,B Property and deception offences,B30 Burglary/Break and enter,8,6,,-2
Melbourne,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,8,255,,247
Melbourne,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,8,12,,4
Hepburn,3370,Clunes,A Crimes against the person,Other crimes against the person,8,8,,0
Bass Coast,3925,San Remo,B Property and deception offences,B30 Burglary/Break and enter,8,7,,-1
Greater Bendigo,3551,Epsom,D Public order and security offences,D10 Weapons and explosives offences,8,4,,-4
Kingston,3195,Aspendale Gardens,B Property and deception offences,B20 Property damage,8,14,,6
Port Phillip,3207,Port Melbourne,B Property and deception offences,B10 Arson,8,7,,-1
Gannawarra,3579,Kerang,D Public order and security offences,D10 Weapons and explosives offences,8,13,,5
Colac-Otway,3250,Elliminyt,B Property and deception offences,B30 Burglary/Break and enter,8,2,,-6
