Region,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Other,North Shore,A Crimes against the person,A20 Assault and related offences,3,6,0.0,3
Other,Avoca,B Property and deception offences,B50 Deception,3,,0.0,
,Corryong,B Property and deception offences,B30 Burglary/Break and enter,3,3,0.0,0
Other,Queenscliff,E Justice procedures offences,E20 Breaches of orders,3,3,0.0,0
,Clydebank,B Property and deception offences,B40 Theft,3,,0.0,
,Exford,B Property and deception offences,B40 Theft,3,4,0.0,1
Metro Outer South,Narre Warren South,D Public order and security offences,D20 Disorderly and offensive conduct,3,6,0.0,3
,Waterways,E Justice procedures offences,E10 Justice procedures,3,2,0.0,-1
Metro Inner East,Blackburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,4,0.0,1
Metro Outer South,Noble Park North,D Public order and security offences,D30 Public nuisance offences,3,4,0.0,1
,Wandana Heights,E Justice procedures offences,E10 Justice procedures,3,1,0.0,-2
Metro Inner East,Doncaster East,E Justice procedures offences,E10 Justice procedures,3,9,0.0,6
Metro Outer North,Epping,F Other offences,F20 Transport regulation offences,3,1,0.0,-2
Other,Alexandra,D Public order and security offences,D10 Weapons and explosives offences,3,5,0.0,2
Metro Inner East,Clayton,B Property and deception offences,B10 Arson,3,5,0.0,2
Other,Springvale South,B Property and deception offences,B10 Arson,3,13,0.0,10
Other,Woodend,D Public order and security offences,D10 Weapons and explosives offences,3,3,0.0,0
Other,Lakes Entrance,C Drug offences,C20 Cultivate or manufacture drugs,3,4,0.0,1
Other,Echuca Village,A Crimes against the person,A20 Assault and related offences,3,,0.0,
Metro Outer North,Tullamarine,D Public order and security offences,D30 Public nuisance offences,3,3,0.0,0
Metro Outer North,Doreen,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,4,0.0,1
Metro Inner West,Niddrie,C Drug offences,C30 Drug use and possession,3,4,0.0,1
Other,Sebastopol,C Drug offences,C10 Drug dealing and trafficking,3,1,0.0,-2
Metro Outer South,Cranbourne East,D Public order and security offences,D20 Disorderly and offensive conduct,3,1,0.0,-2
,Bundalong,B Property and deception offences,B50 Deception,3,,0.0,
,Rubicon,B Property and deception offences,B30 Burglary/Break and enter,3,2,0.0,-1
,Charlton,A Crimes against the person,A20 Assault and related offences,3,8,0.0,5
,Yelta,B Property and deception offences,B30 Burglary/Break and enter,3,1,0.0,-2
,Boorcan,A Crimes against the person,Other crimes against the person,3,,0.0,
,Dingwall,D Public order and security offences,D10 Weapons and explosives offences,3,,0.0,
Metro Outer North,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,,0.0,
,Langwarrin South,B Property and deception offences,B50 Deception,3,3,0.0,0
,Murtoa,A Crimes against the person,Other crimes against the person,3,1,0.0,-2
,Tallarook,C Drug offences,C30 Drug use and possession,3,4,0.0,1
,Batesford,E Justice procedures offences,E10 Justice procedures,3,2,0.0,-1
Metro Inner East,Glen Iris,A Crimes against the person,A50 Robbery,3,4,0.0,1
Metro Outer North,Mickleham,C Drug offences,C20 Cultivate or manufacture drugs,3,5,0.0,2
Metro Inner West,Kealba,A Crimes against the person,Other crimes against the person,3,4,0.0,1
,Bonnie Doon,B Property and deception offences,B30 Burglary/Break and enter,3,8,0.0,5
,Eagle Point,B Property and deception offences,B30 Burglary/Break and enter,3,3,0.0,0
,Toolleen,B Property and deception offences,B40 Theft,3,3,0.0,0
Other,Longwarry,C Drug offences,C10 Drug dealing and trafficking,3,1,0.0,-2
,Lascelles,B Property and deception offences,B40 Theft,3,,0.0,
Metro Inner East,Balwyn,B Property and deception offences,B10 Arson,3,,0.0,
Other,Apollo Bay,C Drug offences,C30 Drug use and possession,3,,0.0,
,Pomonal,B Property and deception offences,B40 Theft,3,,0.0,
Metro Inner,Clifton Hill,D Public order and security offences,D30 Public nuisance offences,3,1,0.0,-2
,Northwood,B Property and deception offences,B10 Arson,3,,0.0,
,Colignan,E Justice procedures offences,E20 Breaches of orders,3,1,0.0,-2
,Mystic Park,E Justice procedures offences,E10 Justice procedures,3,,0.0,
,Cannons Creek,A Crimes against the person,A20 Assault and related offences,3,7,0.0,4
Other,South Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,,0.0,
,Irrewarra,C Drug offences,C30 Drug use and possession,3,1,0.0,-2
,Murchison North,A Crimes against the person,A20 Assault and related offences,3,2,0.0,-1
,Napoleons,B Property and deception offences,B30 Burglary/Break and enter,3,2,0.0,-1
Metro Inner North,Rosanna,C Drug offences,C30 Drug use and possession,3,4,0.0,1
Metro Inner East,Doncaster East,B Property and deception offences,B10 Arson,3,5,0.0,2
,Mailors Flat,A Crimes against the person,A20 Assault and related offences,3,,0.0,
Other,Clifton Springs,C Drug offences,C30 Drug use and possession,3,3,0.0,0
,Argyle,E Justice procedures offences,E10 Justice procedures,3,,0.0,
Other,Red Cliffs,D Public order and security offences,D30 Public nuisance offences,3,6,0.0,3
Other,Harston,B Property and deception offences,B40 Theft,3,2,0.0,-1
,Lindenow South,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,,0.0,
,Nyora,B Property and deception offences,B10 Arson,3,1,0.0,-2
Other,East Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,3,0.0,0
,Rawson,B Property and deception offences,B40 Theft,3,2,0.0,-1
Metro Inner West,Keilor North,A Crimes against the person,A20 Assault and related offences,3,1,0.0,-2
Other,Bannockburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,1,0.0,-2
Other,Queenscliff,B Property and deception offences,B30 Burglary/Break and enter,3,4,0.0,1
,Bonshaw,B Property and deception offences,B20 Property damage,3,10,0.0,7
,Boort,B Property and deception offences,B50 Deception,3,,0.0,
Other,Brooklyn,D Public order and security offences,D10 Weapons and explosives offences,3,9,0.0,6
Other,Castlemaine,D Public order and security offences,D30 Public nuisance offences,3,5,0.0,2
,Nungurner,B Property and deception offences,B40 Theft,3,1,0.0,-2
Metro Inner East,The Basin,C Drug offences,C20 Cultivate or manufacture drugs,3,1,0.0,-2
,Labertouche,D Public order and security offences,D10 Weapons and explosives offences,3,1,0.0,-2
,Swifts Creek,E Justice procedures offences,E20 Breaches of orders,3,,0.0,
,Gisborne South,B Property and deception offences,B20 Property damage,3,2,0.0,-1
,Meringur,E Justice procedures offences,E20 Breaches of orders,3,,0.0,
Metro Inner East,Croydon South,D Public order and security offences,D10 Weapons and explosives offences,3,4,0.0,1
,Clematis,B Property and deception offences,B40 Theft,3,2,0.0,-1
Metro Outer North,Jacana,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,5,0.0,2
Metro Outer West,Burnside Heights,B Property and deception offences,B50 Deception,3,5,0.0,2
,Locksley,A Crimes against the person,Other crimes against the person,3,,0.0,
Other,Rosedale,D Public order and security offences,D30 Public nuisance offences,3,1,0.0,-2
Other,Newtown,A Crimes against the person,Other crimes against the person,3,9,0.0,6
Metro Inner East,Oakleigh,B Property and deception offences,B10 Arson,3,5,0.0,2
Metro Inner South,Highett,C Drug offences,C10 Drug dealing and trafficking,3,6,0.0,3
Other,Darley,D Public order and security offences,D20 Disorderly and offensive conduct,3,4,0.0,1
,Darnum,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,1,0.0,-2
Metro Outer North,Roxburgh Park,B Property and deception offences,B10 Arson,3,10,0.0,7
Metro Outer East,Belgrave,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,6,0.0,3
,Wahring,B Property and deception offences,B50 Deception,3,1,0.0,-2
Other,Little River,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,1,0.0,-2
,Haddon,B Property and deception offences,B30 Burglary/Break and enter,3,4,0.0,1
,Tyntynder South,B Property and deception offences,B20 Property damage,3,,0.0,
,Hepburn Springs,A Crimes against the person,A20 Assault and related offences,3,1,0.0,-2
Other,Newborough,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,3,0.0,0
Metro Inner North,Heidelberg Heights,B Property and deception offences,B10 Arson,3,,0.0,
Metro Inner West,Delahey,A Crimes against the person,A50 Robbery,3,,0.0,
Metro Outer South,Heatherton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,2,0.0,-1
Metro Outer North,Jacana,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,2,0.0,-1
,Malmsbury,B Property and deception offences,B40 Theft,3,17,0.0,14
,Kotupna,B Property and deception offences,B40 Theft,3,3,0.0,0
,Rhymney,B Property and deception offences,B40 Theft,3,1,0.0,-2
,Newlands Arm,E Justice procedures offences,E20 Breaches of orders,3,2,0.0,-1
,Bellbrae,B Property and deception offences,B30 Burglary/Break and enter,3,1,0.0,-2
Other,Manifold Heights,E Justice procedures offences,E10 Justice procedures,3,,0.0,
,Glengarry,A Crimes against the person,Other crimes against the person,3,,0.0,
,Koonoomoo,E Justice procedures offences,E20 Breaches of orders,3,10,0.0,7
,Bridgewater On Loddon,A Crimes against the person,A20 Assault and related offences,3,2,0.0,-1
Metro Outer North,Dallas,C Drug offences,C10 Drug dealing and trafficking,3,1,0.0,-2
,Newstead,A Crimes against the person,Other crimes against the person,3,3,0.0,0
,Pyalong,D Public order and security offences,D10 Weapons and explosives offences,3,1,0.0,-2
,Lake Boga,B Property and deception offences,B30 Burglary/Break and enter,3,2,0.0,-1
Other,Ocean Grove,D Public order and security offences,D10 Weapons and explosives offences,3,,0.0,
Metro Outer South,Tyabb,C Drug offences,C30 Drug use and possession,3,8,0.0,5
,Cullulleraine,B Property and deception offences,B40 Theft,3,2,0.0,-1
Other,Epsom,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,2,0.0,-1
,Junction Village,A Crimes against the person,A20 Assault and related offences,3,3,0.0,0
Other,Foster,B Property and deception offences,B50 Deception,3,5,0.0,2
Metro Outer North,Eltham,F Other offences,F30 Other government regulatory offences,3,1,0.0,-2
Metro Inner East,Croydon North,D Public order and security offences,D10 Weapons and explosives offences,3,3,0.0,0
,Yalca,A Crimes against the person,A20 Assault and related offences,3,,0.0,
,Skipton,E Justice procedures offences,E20 Breaches of orders,3,,0.0,
,Yarrambat,A Crimes against the person,A20 Assault and related offences,3,10,0.0,7
,Colbinabbin,B Property and deception offences,B50 Deception,3,,0.0,
,Tooborac,B Property and deception offences,B30 Burglary/Break and enter,3,4,0.0,1
,Burrumbeet,E Justice procedures offences,E20 Breaches of orders,3,3,0.0,0
Metro Inner East,Vermont South,D Public order and security offences,D20 Disorderly and offensive conduct,3,5,0.0,2
Other,Frankston South,C Drug offences,C10 Drug dealing and trafficking,3,1,0.0,-2
Metro Outer South,Clayton South,C Drug offences,C10 Drug dealing and trafficking,3,9,0.0,6
Other,Orbost,C Drug offences,C20 Cultivate or manufacture drugs,3,2,0.0,-1
,Buangor,B Property and deception offences,B20 Property damage,3,3,0.0,0
Other,Cockatoo,C Drug offences,C30 Drug use and possession,3,2,0.0,-1
,Kallista,B Property and deception offences,B40 Theft,3,5,0.0,2
,Donald,B Property and deception offences,B30 Burglary/Break and enter,3,2,0.0,-1
,Bunbartha,B Property and deception offences,B30 Burglary/Break and enter,3,2,0.0,-1
Other,Leongatha,B Property and deception offences,B10 Arson,3,9,0.0,6
Other,West Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,3,0.0,0
Metro Outer South,Tootgarook,A Crimes against the person,Other crimes against the person,3,8,0.0,5
,Woodside,A Crimes against the person,A20 Assault and related offences,3,1,0.0,-2
Metro Inner North,Hadfield,C Drug offences,C20 Cultivate or manufacture drugs,3,5,0.0,2
,Ebden,B Property and deception offences,B40 Theft,3,3,0.0,0
,Mead,A Crimes against the person,A20 Assault and related offences,3,,0.0,
Other,Warrenheip,B Property and deception offences,B20 Property damage,3,6,0.0,3
Other,Eastwood,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,1,0.0,-2
,Newlyn,A Crimes against the person,A20 Assault and related offences,3,,0.0,
,Bridge Creek,E Justice procedures offences,E20 Breaches of orders,3,,0.0,
Other,Echuca,B Property and deception offences,B10 Arson,3,10,0.0,7
Metro Outer East,Mooroolbark,A Crimes against the person,A50 Robbery,3,5,0.0,2
,Cobden,A Crimes against the person,Other crimes against the person,3,5,0.0,2
Other,Horsham,F Other offences,F30 Other government regulatory offences,3,6,0.0,3
Metro Outer North,Donnybrook,B Property and deception offences,B10 Arson,3,3,0.0,0
,Noojee,A Crimes against the person,A20 Assault and related offences,3,5,0.0,2
,Yarck,B Property and deception offences,B30 Burglary/Break and enter,3,,0.0,
,Research,A Crimes against the person,A20 Assault and related offences,3,5,0.0,2
,Longford,B Property and deception offences,B30 Burglary/Break and enter,3,3,0.0,0
Other,Echuca Village,B Property and deception offences,B20 Property damage,3,,0.0,
,Toorloo Arm,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,3,0.0,0
,Nyora,D Public order and security offences,D10 Weapons and explosives offences,3,1,0.0,-2
Metro Outer East,Monbulk,A Crimes against the person,A80 Dangerous and negligent acts endangering people,3,1,0.0,-2
Metro Inner North,Oak Park,E Justice procedures offences,E10 Justice procedures,3,7,0.0,4
Metro Outer South,Sorrento,D Public order and security offences,D20 Disorderly and offensive conduct,3,4,0.0,1
Metro Inner South,Black Rock,D Public order and security offences,D20 Disorderly and offensive conduct,3,1,0.0,-2
Other,Delacombe,C Drug offences,C30 Drug use and possession,3,7,0.0,4
,Marong,A Crimes against the person,Other crimes against the person,3,,0.0,
Metro Outer South,Sorrento,E Justice procedures offences,E10 Justice procedures,3,1,0.0,-2
Other,Mansfield,B Property and deception offences,B10 Arson,3,2,0.0,-1
,Korong Vale,B Property and deception offences,B40 Theft,3,5,0.0,2
Other,Eastwood,A Crimes against the person,Other crimes against the person,3,3,0.0,0
Metro Inner North,Ivanhoe,D Public order and security offences,D30 Public nuisance offences,3,5,0.0,2
,Badger Creek,A Crimes against the person,Other crimes against the person,3,1,0.0,-2
Metro Inner South,Carnegie,C Drug offences,C20 Cultivate or manufacture drugs,3,1,0.0,-2
Metro Inner East,Vermont,D Public order and security offences,D10 Weapons and explosives offences,3,7,0.0,4
,Osbornes Flat,D Public order and security offences,D10 Weapons and explosives offences,3,1,0.0,-2
Other,Newborough,D Public order and security offences,D30 Public nuisance offences,3,2,0.0,-1
,Batesford,B Property and deception offences,B50 Deception,3,1,0.0,-2
,Guildford,A Crimes against the person,A20 Assault and related offences,3,,0.0,
,Boort,B Property and deception offences,B40 Theft,3,1,0.0,-2
,Junortoun,B Property and deception offences,B10 Arson,3,1,0.0,-2
Other,Maiden Gully,B Property and deception offences,B10 Arson,3,3,0.0,0
Other,Maiden Gully,C Drug offences,C30 Drug use and possession,3,,0.0,
Metro Outer East,Monbulk,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",3,7,0.0,4
,Donald,B Property and deception offences,B20 Property damage,3,7,0.0,4
Other,Maddingley,B Property and deception offences,B10 Arson,3,3,0.0,0
Other,West Bendigo,A Crimes against the person,A20 Assault and related offences,3,3,0.0,0
